,predus,ispred,dockpred,annotated,rfscore
683_1MLC.A,0.0,0.0,0.00011,0.0,0.030612244897959183
684_1MLC.A,0.0,0.0,0.00027,0.0,0.0
685_1MLC.A,0.0,0.25,0.0074,0.0,0.0
686_1MLC.A,0.0,0.0,0.00285,0.0,0.0
687_1MLC.A,0.0,0.38,0.00817,0.0,0.0
688_1MLC.A,0.0,0.75,0.0059700000000000005,0.0,0.0
689_1MLC.A,0.0,0.9,0.00806,0.0,0.0
690_1MLC.A,0.0,0.56,0.00455,0.0,0.0
691_1MLC.A,0.0,0.0,0.00301,0.0,0.0
692_1MLC.A,0.0,0.62,0.00499,0.0,0.0
693_1MLC.A,0.0,0.95,0.00548,0.0,0.0
694_1MLC.A,0.0,0.43,0.00581,0.0,0.0
695_1MLC.A,0.0,0.1,0.00285,0.0,0.0
696_1MLC.A,0.0,0.0,0.00044,0.0,0.018867924528301886
697_1MLC.A,0.0,0.0,0.00016,0.0,0.0
698_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
699_1MLC.A,0.0,0.0,0.00027,0.0,0.0
700_1MLC.A,0.0,0.0,0.00022,0.0,0.0
701_1MLC.A,0.0,0.04,0.00197,0.0,0.0
702_1MLC.A,0.0,0.0,0.00132,0.0,0.0
703_1MLC.A,0.0,0.4,0.01168,0.0,1.0
704_1MLC.A,0.0,0.29,0.01228,0.0,0.0
705_1MLC.A,0.0,0.25,0.008879999999999999,0.0,0.0
706_1MLC.A,0.0,0.38,0.01069,0.0,0.0
707_1MLC.A,0.0,0.27,0.00504,0.0,0.0
708_1MLC.A,0.0,0.13,0.00762,0.0,0.0
709_1MLC.A,0.0,0.48,0.00274,0.0,0.0
710_1MLC.A,0.0,0.17,0.0018100000000000002,0.0,0.0
711_1MLC.A,0.0,0.4,0.00274,0.0,0.0
712_1MLC.A,0.0,0.09,0.00247,0.0,0.0
713_1MLC.A,0.0,0.0,0.00115,0.0,0.0
714_1MLC.A,0.0,0.05,0.00329,0.0,0.0
715_1MLC.A,0.0,0.12,0.00455,0.0,0.0
716_1MLC.A,0.0,0.8,0.004220000000000001,0.0,0.0
717_1MLC.A,0.0,0.83,0.00449,0.0,0.0
718_1MLC.A,0.0,0.47,0.00734,0.0,0.0
130_1MQ8.B,0.0,0.2,0.06054,0.0,0.0
131_1MQ8.B,0.0,0.0,0.01314,0.0,0.0
132_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
133_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
134_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
135_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
136_1MQ8.B,0.0,0.0,0.0005200000000000001,0.0,0.0
137_1MQ8.B,0.0,0.0,0.00165,0.0,0.0
138_1MQ8.B,0.0,0.0,0.00391,0.0,0.0
139_1MQ8.B,0.0,0.0,0.07916000000000001,1.0,0.0
140_1MQ8.B,0.76,0.74,1.0,1.0,0.6
141_1MQ8.B,0.406,0.51,0.41648999999999997,1.0,0.4
142_1MQ8.B,0.0,0.0,0.27262,0.0,0.0
143_1MQ8.B,0.223,0.13,0.41048999999999997,1.0,0.0
144_1MQ8.B,0.377,0.1,0.55611,0.0,0.3
145_1MQ8.B,0.0,0.07,0.19816,0.0,0.2
146_1MQ8.B,0.0,0.0,0.06515,0.0,0.0
147_1MQ8.B,0.037000000000000005,0.0,0.15353,0.0,0.0
148_1MQ8.B,0.037000000000000005,0.01,0.15736,0.0,0.0
149_1MQ8.B,0.0,0.01,0.0615,0.0,0.0
150_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
151_1MQ8.B,0.0,0.0,0.04541,0.0,0.0
152_1MQ8.B,0.0,0.01,0.04036,0.0,0.0
153_1MQ8.B,0.0,0.0,0.0034799999999999996,0.0,0.0
154_1MQ8.B,0.0,0.0,9e-05,0.0,0.0
155_1MQ8.B,0.0,0.01,0.03801,0.0,0.0
156_1MQ8.B,0.0,0.0,0.01566,0.0,0.0
157_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
158_1MQ8.B,0.0,0.0,0.00026000000000000003,0.0,0.0
159_1MQ8.B,0.0,0.01,0.04784,0.0,0.0
160_1MQ8.B,0.0,0.01,0.04802,0.0,0.0
161_1MQ8.B,0.0,0.0,0.02557,0.0,0.0
162_1MQ8.B,0.0,0.01,0.058460000000000005,0.0,0.0
163_1MQ8.B,0.0,0.01,0.12412999999999999,0.0,0.0
164_1MQ8.B,0.0,0.01,0.17457999999999999,0.0,0.0
165_1MQ8.B,0.0,0.03,0.16145,0.0,0.1
166_1MQ8.B,0.0,0.0,0.10073,0.0,0.0
167_1MQ8.B,0.0,0.0,0.07542,0.0,0.0
168_1MQ8.B,0.0,0.0,0.00061,0.0,0.0
169_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
170_1MQ8.B,0.0,0.0,9e-05,0.0,0.0
171_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
172_1MQ8.B,0.0,0.0,0.01888,0.0,0.0
173_1MQ8.B,0.0,0.0,0.00026000000000000003,0.0,0.0
174_1MQ8.B,0.0,0.0,0.03297,0.0,0.0
175_1MQ8.B,1.0,0.47,0.6751,0.0,0.2
176_1MQ8.B,0.19399999999999998,0.2,0.53575,0.0,0.5
177_1MQ8.B,0.287,0.09,0.50426,0.0,0.3
178_1MQ8.B,0.217,0.07,0.2493,0.0,0.1
179_1MQ8.B,0.255,0.03,0.1257,0.0,0.0
180_1MQ8.B,0.0,0.0,0.02914,0.0,0.0
181_1MQ8.B,0.0,0.0,0.00861,0.0,0.0
182_1MQ8.B,0.0,0.03,0.0849,0.0,0.0
183_1MQ8.B,0.0,0.0,0.05289,0.0,0.5
184_1MQ8.B,0.0,0.05,0.09333999999999999,0.0,0.0
185_1MQ8.B,0.0,0.01,0.05454,0.0,0.0
186_1MQ8.B,0.0,0.0,0.018090000000000002,0.0,0.0
187_1MQ8.B,0.0,0.02,0.11073,0.0,1.0
188_1MQ8.B,0.0,0.05,0.11047,0.0,0.0
189_1MQ8.B,0.0,0.01,0.08812,0.0,0.0
190_1MQ8.B,0.0,0.01,0.09602999999999999,0.0,0.0
191_1MQ8.B,0.0,0.01,0.04523,0.0,0.0
192_1MQ8.B,0.0,0.0,0.01018,0.0,0.0
193_1MQ8.B,0.0,0.01,0.07046000000000001,0.0,0.0
194_1MQ8.B,0.0,0.01,0.026789999999999998,0.0,0.0
195_1MQ8.B,0.0,0.0,0.00592,0.0,0.0
196_1MQ8.B,0.0,0.02,0.06707,0.0,0.0
197_1MQ8.B,0.0,0.01,0.11073,0.0,0.0
198_1MQ8.B,0.18600000000000003,0.05,0.17615,0.0,0.0
199_1MQ8.B,0.25,0.15,0.12839,0.0,0.1
200_1MQ8.B,0.307,0.05,0.51148,0.0,0.0
201_1MQ8.B,0.278,0.09,0.66084,0.0,0.0
202_1MQ8.B,0.76,0.7,0.74669,0.0,0.4
203_1MQ8.B,0.76,0.8,0.8640399999999999,0.0,0.2
204_1MQ8.B,1.0,0.96,0.98321,1.0,1.0
205_1MQ8.B,0.507,0.97,0.7072,1.0,0.6
206_1MQ8.B,0.0,0.0,0.09047000000000001,1.0,0.0
207_1MQ8.B,0.285,0.22,0.34238,0.0,0.4
208_1MQ8.B,0.0,0.0,0.0007,0.0,0.0
209_1MQ8.B,0.0,0.0,0.0849,0.0,0.0
210_1MQ8.B,0.13,0.04,0.25217,0.0,0.1
211_1MQ8.B,0.0,0.0,0.00278,0.0,0.0
212_1MQ8.B,0.0,0.0,0.0005200000000000001,0.0,0.0
213_1MQ8.B,0.018000000000000002,0.01,0.2346,0.0,0.2
214_1MQ8.B,0.061,0.01,0.41631999999999997,0.0,0.0
215_1MQ8.B,0.0,0.0,0.00296,0.0,0.0
216_1MQ8.B,0.021,0.01,0.02636,0.0,0.0
217_1MQ8.B,0.026000000000000002,0.01,0.23756,0.0,0.1
218_1MQ8.B,0.021,0.02,0.35143,0.0,0.0
219_1MQ8.B,0.0,0.0,0.005220000000000001,0.0,0.0
220_1MQ8.B,0.026000000000000002,0.04,0.01931,0.0,0.0
221_1MQ8.B,0.037000000000000005,0.04,0.18041,0.0,0.0
222_1MQ8.B,0.18600000000000003,0.08,0.07664,0.0,0.1
223_1MQ8.B,0.079,0.11,0.14282999999999998,0.0,0.0
224_1MQ8.B,0.131,0.02,0.09421,0.0,0.0
225_1MQ8.B,0.0,0.02,0.06994,0.0,1.0
226_1MQ8.B,0.0,0.0,0.04793,0.0,0.0
227_1MQ8.B,0.0,0.15,0.15344000000000002,0.0,0.0
228_1MQ8.B,0.0,0.22,0.061239999999999996,0.0,0.0
229_1MQ8.B,0.0,0.06,0.11039000000000002,0.0,0.0
230_1MQ8.B,0.0,0.03,0.04515,0.0,0.0
231_1MQ8.B,0.0,0.02,0.0401,0.0,0.0
232_1MQ8.B,0.0,0.01,0.022090000000000002,0.0,0.0
233_1MQ8.B,0.0,0.0,0.00078,0.0,0.0
234_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
235_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
236_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
237_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
238_1MQ8.B,0.0,0.0,0.00016999999999999999,0.0,0.0
239_1MQ8.B,0.0,0.0,0.00922,0.0,0.0
240_1MQ8.B,0.0,0.0,0.00235,0.0,0.0
241_1MQ8.B,0.18600000000000003,0.02,0.2741,1.0,0.0
242_1MQ8.B,0.0,0.03,0.09072999999999999,0.0,0.0
243_1MQ8.B,0.17300000000000001,0.02,0.35812,1.0,0.1
244_1MQ8.B,0.131,0.17,0.31924,1.0,0.0
245_1MQ8.B,0.0,0.02,0.20642,1.0,0.0
246_1MQ8.B,0.0,0.02,0.15249000000000001,0.0,0.0
247_1MQ8.B,0.0,0.01,0.1297,0.0,0.0
248_1MQ8.B,0.0,0.0,0.00713,0.0,0.0
249_1MQ8.B,0.0,0.01,0.06767999999999999,0.0,0.0
250_1MQ8.B,0.0,0.03,0.08429,0.0,0.0
251_1MQ8.B,0.0,0.0,0.01435,0.0,0.0
252_1MQ8.B,0.0,0.02,0.044969999999999996,0.0,0.0
253_1MQ8.B,0.0,0.08,0.031580000000000004,0.0,0.0
254_1MQ8.B,0.0,0.0,0.01105,0.0,0.0
255_1MQ8.B,0.0,0.14,0.00905,0.0,0.0
256_1MQ8.B,0.0,0.0,0.02401,0.0,0.0
257_1MQ8.B,0.0,0.0,0.008440000000000001,0.0,0.0
258_1MQ8.B,0.0,0.0,0.00035,0.0,0.0
259_1MQ8.B,0.0,0.0,0.0,0.0,0.004193290734824281
260_1MQ8.B,0.0,0.0,0.00609,0.0,0.19999999999999998
261_1MQ8.B,0.0,0.0,0.02636,0.0,0.0
262_1MQ8.B,0.0,0.0,0.06707,0.0,0.0
263_1MQ8.B,0.0,0.05,0.22695,0.0,0.0
264_1MQ8.B,0.026000000000000002,0.14,0.29723,1.0,0.2
265_1MQ8.B,0.061,0.14,0.19729000000000002,0.0,0.0
266_1MQ8.B,0.021,0.05,0.23939000000000002,0.0,0.0
267_1MQ8.B,0.11599999999999999,0.08,0.16275,0.0,0.0
268_1MQ8.B,0.11599999999999999,0.03,0.17215,0.0,0.2
269_1MQ8.B,0.255,0.03,0.10003,0.0,0.0
270_1MQ8.B,0.055,0.03,0.09516000000000001,0.0,0.0
271_1MQ8.B,0.27399999999999997,0.0,0.09168,0.0,0.1
272_1MQ8.B,0.0,0.02,0.08202999999999999,0.0,0.0
273_1MQ8.B,0.0,0.03,0.01888,0.0,0.0
274_1MQ8.B,0.0,0.0,0.032010000000000004,0.0,0.0
275_1MQ8.B,0.0,0.03,0.18885,0.0,0.0
276_1MQ8.B,0.0,0.02,0.04515,0.0,0.0
277_1MQ8.B,0.0,0.0,0.00809,0.0,0.0
278_1MQ8.B,0.0,0.01,0.06192999999999999,0.0,0.0
279_1MQ8.B,0.0,0.01,0.06167,0.0,0.0
280_1MQ8.B,0.037000000000000005,0.01,0.09942999999999999,0.0,0.4
281_1MQ8.B,0.037000000000000005,0.03,0.12552,0.0,0.0
282_1MQ8.B,0.11599999999999999,0.01,0.19981,0.0,0.8
283_1MQ8.B,0.11599999999999999,0.01,0.1404,0.0,0.0
284_1MQ8.B,0.061,0.04,0.0715,0.0,0.1
285_1MQ8.B,0.021,0.22,0.04506,0.0,0.0
286_1MQ8.B,0.024,0.19,0.16727999999999998,0.0,0.1
287_1MQ8.B,0.021,0.07,0.21094000000000002,0.0,0.0
288_1MQ8.B,0.024,0.39,0.22364,0.0,0.1
289_1MQ8.B,0.061,0.21,0.04819,0.0,0.0
290_1MQ8.B,0.013999999999999999,0.06,0.11047,0.0,0.0
291_1MQ8.B,0.013999999999999999,0.01,0.03027,0.0,0.0
292_1MQ8.B,0.0,0.0,0.0044399999999999995,0.0,0.0
293_1MQ8.B,0.0,0.01,0.0381,0.0,0.0
294_1MQ8.B,0.013999999999999999,0.01,0.10125,0.0,0.0
295_1MQ8.B,0.0,0.07,0.038189999999999995,0.0,0.0
296_1MQ8.B,0.0,0.04,0.04923,0.0,0.0
297_1MQ8.B,0.0,0.04,0.03506,0.0,0.0
298_1MQ8.B,0.0,0.0,0.00252,0.0,0.0
299_1MQ8.B,0.0,0.0,0.07037,0.0,0.0
300_1MQ8.B,0.0,0.01,0.10586,0.0,0.0
301_1MQ8.B,0.0,0.01,0.049760000000000006,0.0,0.0
302_1MQ8.B,0.0,0.0,0.0026100000000000003,0.0,0.0
303_1MQ8.B,0.0,0.01,0.11377999999999999,0.0,0.0
304_1MQ8.B,0.0,0.01,0.06785,0.0,0.0
305_1MQ8.B,0.0,0.01,0.1063,0.0,0.0
306_1MQ8.B,0.0,0.06,0.12290999999999999,0.0,0.0
3_1MSP.A,0.166,0.12,0.6208899999999999,0.0,0.3
4_1MSP.A,0.11199999999999999,0.07,0.42166000000000003,0.0,0.0
5_1MSP.A,0.121,0.06,0.6914100000000001,0.0,0.3
6_1MSP.A,0.0,0.0,0.33764,0.0,0.0
7_1MSP.A,0.0,0.01,0.23581,0.0,0.0
8_1MSP.A,0.0,0.01,0.36489,0.0,0.0
9_1MSP.A,0.0,0.0,0.07612999999999999,0.0,0.0
10_1MSP.A,0.0,0.01,0.14605,0.0,0.0
11_1MSP.A,0.0,0.0,0.07876,0.0,0.0
12_1MSP.A,0.0,0.03,0.59651,1.0,0.0
13_1MSP.A,0.0,0.05,0.60129,1.0,0.0
14_1MSP.A,0.0,0.08,0.34481,1.0,0.2
15_1MSP.A,0.0,0.04,0.36202,0.0,0.1
16_1MSP.A,0.0,0.06,0.42691999999999997,1.0,0.0
17_1MSP.A,0.0,0.0,0.40935,0.0,0.8
18_1MSP.A,0.051,0.04,0.66368,1.0,0.0
19_1MSP.A,0.0,0.0,0.16577,0.0,0.0
20_1MSP.A,0.013999999999999999,0.08,0.87116,1.0,0.0
21_1MSP.A,0.04,0.06,0.48835,1.0,0.0
22_1MSP.A,0.035,0.03,0.50341,1.0,0.0
23_1MSP.A,0.016,0.0,0.16422,0.0,0.0
24_1MSP.A,0.009000000000000001,0.01,0.17999,1.0,0.0
25_1MSP.A,0.009000000000000001,0.01,0.24931,0.0,0.0
26_1MSP.A,0.085,0.03,0.2523,0.0,0.0
27_1MSP.A,0.009000000000000001,0.0,0.42225,0.0,0.0
28_1MSP.A,0.0,0.06,0.57416,0.0,0.8
29_1MSP.A,0.051,0.03,0.8788100000000001,1.0,0.0
30_1MSP.A,0.0,0.03,0.80495,0.0,0.0
31_1MSP.A,0.0,0.0,0.22601,0.0,0.0
32_1MSP.A,0.0,0.05,0.38186,0.0,0.0
33_1MSP.A,0.0,0.0,0.0019100000000000002,0.0,0.0
34_1MSP.A,0.0,0.01,0.03645,0.0,0.0
35_1MSP.A,0.0,0.0,0.013859999999999999,0.0,0.0
36_1MSP.A,0.0,0.01,0.12119,0.0,0.0
37_1MSP.A,0.0,0.0,0.14223,0.0,0.0
38_1MSP.A,0.0,0.01,0.18967,0.0,0.0
39_1MSP.A,0.0,0.02,0.1776,0.0,0.0
40_1MSP.A,0.0,0.02,0.09179,0.0,0.0
41_1MSP.A,0.0,0.0,0.00418,0.0,0.0
42_1MSP.A,0.0,0.0,0.00036,0.0,0.0
43_1MSP.A,0.0,0.0,0.10267000000000001,0.0,0.0
44_1MSP.A,0.18600000000000003,0.03,0.16063,0.0,0.1
45_1MSP.A,0.0,0.01,0.16971,0.0,0.0
46_1MSP.A,0.0,0.04,0.32473,0.0,0.0
47_1MSP.A,0.0,0.01,0.16398,0.0,0.0
48_1MSP.A,0.0,0.01,0.12968,0.0,0.0
49_1MSP.A,0.0,0.02,0.08317999999999999,0.0,0.0
50_1MSP.A,0.0,0.03,0.20856,0.0,0.0
51_1MSP.A,0.0,0.07,0.15131,0.0,0.0
52_1MSP.A,0.0,0.0,0.03418,0.0,0.0
53_1MSP.A,0.0,0.0,0.09012,0.0,0.0
54_1MSP.A,0.0,0.02,0.15345999999999999,0.0,0.0
55_1MSP.A,0.0,0.02,0.14975,0.0,0.0
56_1MSP.A,0.0,0.09,0.31517,0.0,0.0
57_1MSP.A,0.0,0.26,0.23831999999999998,0.0,0.2
58_1MSP.A,0.051,0.11,0.3472,0.0,0.0
59_1MSP.A,0.111,0.09,0.39823000000000003,0.0,0.2
60_1MSP.A,0.052000000000000005,0.02,0.20139,0.0,0.0
61_1MSP.A,0.0,0.0,0.13852,0.0,0.0
62_1MSP.A,0.0,0.0,0.06477999999999999,0.0,1.0
63_1MSP.A,0.0,0.03,0.06609,0.0,0.0
64_1MSP.A,0.0,0.02,0.07231,0.0,0.0
65_1MSP.A,0.0,0.03,0.13721,0.0,0.0
66_1MSP.A,0.0,0.02,0.13660999999999998,0.0,0.0
67_1MSP.A,0.0,0.02,0.16899999999999998,0.0,0.0
68_1MSP.A,0.0,0.05,0.14975,0.0,0.5
69_1MSP.A,0.0,0.11,0.47628000000000004,0.0,0.0
70_1MSP.A,0.0,0.0,0.05068,0.0,0.0
71_1MSP.A,0.0,0.4,0.09537000000000001,0.0,0.1
72_1MSP.A,0.0,0.0,0.00717,0.0,0.0
73_1MSP.A,0.0,0.0,0.04828,0.0,0.0
74_1MSP.A,0.0,0.0,0.02008,0.0,0.0
75_1MSP.A,0.0,0.07,0.08211,0.0,0.0
76_1MSP.A,0.009000000000000001,0.08,0.04243,0.0,0.0
77_1MSP.A,0.009000000000000001,0.09,0.05426,0.0,0.0
78_1MSP.A,0.009000000000000001,0.16,0.0551,0.0,0.0
79_1MSP.A,0.0,0.13,0.11150999999999998,0.0,0.0
80_1MSP.A,0.0,0.09,0.1249,0.0,0.7
81_1MSP.A,0.0,0.12,0.07553,0.0,0.0
82_1MSP.A,0.0,0.05,0.07972,0.0,0.0
83_1MSP.A,0.0,0.03,0.10457999999999999,0.0,0.0
84_1MSP.A,0.0,0.02,0.11377999999999999,0.0,0.9
85_1MSP.A,0.0,0.06,0.12500999999999998,0.0,0.1
86_1MSP.A,0.0,0.01,0.15358,0.0,0.0
87_1MSP.A,0.0,0.0,0.0306,0.0,0.0
88_1MSP.A,0.0,0.02,0.25063,0.0,0.0
89_1MSP.A,0.0,0.0,0.00251,0.0,0.0
90_1MSP.A,0.0,0.02,0.11091,0.0,0.0
91_1MSP.A,0.0,0.0,0.00215,0.0,0.0
92_1MSP.A,0.024,0.01,0.38437,0.0,0.0
93_1MSP.A,0.0,0.0,0.10984000000000001,0.0,1.0
94_1MSP.A,0.075,0.0,0.06741,0.0,0.0
95_1MSP.A,0.0,0.04,0.09514,0.0,0.0
96_1MSP.A,0.085,0.08,0.05546,0.0,0.0
97_1MSP.A,0.0,0.29,0.10195,0.0,0.0
98_1MSP.A,0.0,0.12,0.18932000000000002,0.0,0.0
99_1MSP.A,0.0,0.05,0.14617,0.0,0.0
100_1MSP.A,0.0,0.02,0.12561,0.0,0.0
101_1MSP.A,0.0,0.04,0.15908,0.0,0.0
102_1MSP.A,0.0,0.19,0.26473,0.0,0.0
103_1MSP.A,0.051,0.19,0.41591999999999996,0.0,0.0
104_1MSP.A,0.126,0.75,0.40265,0.0,0.2
105_1MSP.A,0.295,0.43,0.31911,0.0,0.7
106_1MSP.A,0.494,0.34,0.32771999999999996,0.0,0.1
107_1MSP.A,0.494,0.21,0.26736,0.0,0.5
108_1MSP.A,0.925,0.07,0.17318,0.0,0.0
109_1MSP.A,0.966,0.1,0.59197,0.0,0.0
110_1MSP.A,1.0,0.96,0.6733600000000001,0.0,0.4
111_1MSP.A,1.0,0.97,0.55599,0.0,0.9
112_1MSP.A,0.6990000000000001,0.66,0.6969,0.0,0.3
113_1MSP.A,0.428,0.98,0.80495,0.0,0.5
114_1MSP.A,0.245,0.96,1.0,0.0,0.8
115_1MSP.A,0.141,0.52,0.7963399999999999,0.0,0.7
116_1MSP.A,0.11199999999999999,0.24,0.66762,0.0,0.1
117_1MSP.A,0.11199999999999999,0.17,0.83363,0.0,0.1
118_1MSP.A,0.0,0.12,0.21979,0.0,1.0
119_1MSP.A,0.0,0.07,0.33835,0.0,0.0
120_1MSP.A,0.0,0.0,0.01709,0.0,0.0
121_1MSP.A,0.0,0.09,0.10972,0.0,0.0
122_1MSP.A,0.0,0.0,0.0343,0.0,0.0
123_1MSP.A,0.024,0.51,0.26294,0.0,0.0
124_1MSP.A,0.009000000000000001,0.0,0.13147,0.0,0.0
125_1MSP.A,0.075,0.51,0.53364,1.0,0.2
126_1MSP.A,0.084,0.5,0.37182,1.0,0.1
67_1NSE.A,0.0,0.94,0.16687000000000002,0.0,0.1
68_1NSE.A,0.0,0.87,0.14670999999999998,0.0,0.0
69_1NSE.A,0.0,0.96,0.11756,0.0,1.0
70_1NSE.A,0.131,0.98,0.14285,0.0,0.5
71_1NSE.A,0.179,0.78,0.11216,0.0,0.2
72_1NSE.A,0.255,0.96,0.37489,1.0,0.5
73_1NSE.A,0.171,0.0,0.06995,0.0,0.0
74_1NSE.A,0.278,0.76,0.43478999999999995,0.0,0.4
75_1NSE.A,0.0,0.0,0.01636,0.0,1.0
76_1NSE.A,0.455,0.98,0.97135,1.0,0.7
77_1NSE.A,1.0,0.86,0.19489,1.0,0.8
78_1NSE.A,0.131,0.99,0.08076,0.0,0.2
79_1NSE.A,0.14300000000000002,0.7,0.12838,0.0,0.4
80_1NSE.A,0.032,0.58,0.04972,0.0,0.0
81_1NSE.A,0.507,0.96,0.13112000000000001,0.0,0.1
82_1NSE.A,0.13,0.28,0.04045,0.0,0.1
83_1NSE.A,0.27399999999999997,0.98,0.16567,0.0,0.7
84_1NSE.A,0.0,0.0,0.00688,0.0,0.0
85_1NSE.A,0.0,0.78,0.0571,0.0,0.2
86_1NSE.A,0.0,0.0,0.0151,0.0,0.0
87_1NSE.A,0.0,0.83,0.0224,0.0,0.0
88_1NSE.A,0.0,0.37,0.02872,0.0,0.4
89_1NSE.A,0.0,0.09,0.0342,0.0,0.0
90_1NSE.A,0.0,0.07,0.01278,1.0,0.0
91_1NSE.A,0.0,0.18,0.01671,0.0,0.0
92_1NSE.A,0.0,0.23,0.00899,0.0,0.0
93_1NSE.A,0.0,0.12,0.01728,1.0,0.0
94_1NSE.A,0.0,0.97,0.01039,1.0,1.0
95_1NSE.A,0.0,0.99,0.0085,0.0,1.0
96_1NSE.A,0.217,0.89,0.0953,1.0,0.5
97_1NSE.A,0.079,0.96,0.13785999999999998,1.0,0.0
98_1NSE.A,0.131,0.96,0.28822,1.0,0.4
99_1NSE.A,0.131,0.93,0.34546,1.0,0.3
100_1NSE.A,0.217,0.97,0.38816,1.0,0.6
101_1NSE.A,0.061,0.78,0.61563,1.0,0.3
102_1NSE.A,0.11599999999999999,0.94,0.21764,0.0,0.1
103_1NSE.A,0.13,0.98,0.29328000000000004,0.0,0.2
104_1NSE.A,0.217,0.99,0.56886,1.0,0.4
105_1NSE.A,0.19399999999999998,0.8,0.23604,1.0,0.1
106_1NSE.A,0.0,0.99,0.12473,1.0,0.0
107_1NSE.A,0.131,0.8,0.07374,0.0,0.2
108_1NSE.A,0.0,0.0,0.03034,0.0,0.0
109_1NSE.A,0.0,0.81,0.07367,0.0,1.0
110_1NSE.A,0.0,0.16,0.011940000000000001,0.0,0.0
111_1NSE.A,0.0,0.07,0.00049,0.0,0.0
112_1NSE.A,0.0,0.09,0.02535,0.0,0.0
113_1NSE.A,0.0,0.06,0.0014,0.0,0.0
114_1NSE.A,0.0,0.1,0.05555,0.0,0.0
115_1NSE.A,0.0,0.06,0.029710000000000004,0.0,0.0
116_1NSE.A,0.0,0.02,0.018609999999999998,0.0,0.0
117_1NSE.A,0.0,0.02,0.0361,0.0,0.0
118_1NSE.A,0.0,0.01,0.02493,0.0,0.0
119_1NSE.A,0.0,0.02,0.021840000000000002,0.0,0.0
120_1NSE.A,0.0,0.02,0.00836,0.0,0.0
121_1NSE.A,0.0,0.04,0.01292,0.0,0.0
122_1NSE.A,0.0,0.02,0.00513,0.0,0.0
123_1NSE.A,0.0,0.02,0.00997,0.0,0.0
124_1NSE.A,0.0,0.03,0.00716,0.0,0.0
125_1NSE.A,0.0,0.0,0.00063,0.0,0.0
126_1NSE.A,0.0,0.0,0.00035,0.0,0.0
127_1NSE.A,0.0,0.05,0.0066,0.0,0.0
128_1NSE.A,0.0,0.02,0.00337,0.0,0.0
129_1NSE.A,0.0,0.0,0.0,0.0,0.004193290734824281
130_1NSE.A,0.0,0.03,0.00829,0.0,0.0
131_1NSE.A,0.0,0.02,0.01201,0.0,0.0
132_1NSE.A,0.0,0.0,0.00021,0.0,0.019047619047619046
133_1NSE.A,0.0,0.0,0.0,0.0,0.004193290734824281
134_1NSE.A,0.0,0.01,0.015519999999999999,0.0,0.0
135_1NSE.A,0.0,0.01,0.011590000000000001,0.0,0.0
136_1NSE.A,0.0,0.0,0.06377000000000001,0.0,0.0
137_1NSE.A,0.0,0.0,0.02121,0.0,0.0
138_1NSE.A,0.0,0.01,0.026760000000000003,0.0,0.0
139_1NSE.A,0.0,0.03,0.0663,0.0,0.0
140_1NSE.A,0.0,0.03,0.07901,0.0,0.0
141_1NSE.A,0.0,0.17,0.07977999999999999,0.0,0.0
142_1NSE.A,0.0,0.04,0.06293,0.0,0.0
143_1NSE.A,0.0,0.02,0.025,0.0,0.0
144_1NSE.A,0.0,0.04,0.015309999999999999,0.0,0.0
145_1NSE.A,0.0,0.04,0.012709999999999999,0.0,0.0
146_1NSE.A,0.0,0.05,0.01917,0.0,0.0
147_1NSE.A,0.0,0.03,0.01517,0.0,0.0
148_1NSE.A,0.0,0.0,0.00864,0.0,0.0
149_1NSE.A,0.0,0.02,0.00955,0.0,0.0
150_1NSE.A,0.0,0.02,0.00836,0.0,0.0
151_1NSE.A,0.0,0.0,0.00302,0.0,0.0
152_1NSE.A,0.0,0.0,0.00309,0.0,0.0
153_1NSE.A,0.0,0.02,0.00183,0.0,0.0
154_1NSE.A,0.0,0.02,0.00632,0.0,0.0
155_1NSE.A,0.0,0.0,7e-05,0.0,0.0
156_1NSE.A,0.0,0.02,0.00232,0.0,0.0
157_1NSE.A,0.0,0.1,0.00126,0.0,0.0
158_1NSE.A,0.0,0.04,0.004070000000000001,0.0,0.0
159_1NSE.A,0.0,0.0,0.0021100000000000003,0.0,0.0
160_1NSE.A,0.0,0.3,0.00414,0.0,0.0
161_1NSE.A,0.0,0.36,0.00744,0.0,0.0
162_1NSE.A,0.0,0.1,0.00913,0.0,0.0
163_1NSE.A,0.0,0.07,0.007090000000000001,0.0,0.0
164_1NSE.A,0.0,0.0,0.00288,0.0,0.0
165_1NSE.A,0.0,0.0,0.00056,0.0,0.0
166_1NSE.A,0.0,0.15,0.00499,0.0,0.0
