residue,predus,ispred,dockpred,logreg,annotated
93_1AHW.A,0.16,0.56,0.198,0.154,1.0
94_1AHW.A,0.0,0.13,0.126,0.038,1.0
96_1AHW.A,0.0,0.0,0.244,0.036,1.0
530_1AHW.A,0.073,0.54,0.134,0.116,1.0
531_1AHW.A,0.075,0.98,0.449,0.465,1.0
532_1AHW.A,0.258,0.78,0.47,0.413,1.0
533_1AHW.A,0.965,0.82,0.575,0.731,1.0
552_1AHW.A,0.057,0.89,0.262,0.302,1.0
554_1AHW.A,0.051,0.97,0.269,0.35,1.0
555_1AHW.A,0.034,0.5,0.21,0.118,1.0
557_1AHW.A,0.0,0.98,0.149,0.28,1.0
559_1AHW.A,0.0,0.77,0.117,0.172,1.0
600_1AHW.A,0.569,0.94,0.652,0.717,1.0
601_1AHW.A,0.706,0.92,0.762,0.791,1.0
602_1AHW.A,0.929,0.87,1.0,0.888,1.0
55_1AK4.A,0.036,0.61,0.435,0.233,1.0
60_1AK4.A,0.0,0.19,0.803,0.185,1.0
63_1AK4.A,0.0,0.0,0.112,0.027,1.0
71_1AK4.A,1.0,0.85,0.174,0.548,1.0
72_1AK4.A,0.422,0.93,0.122,0.368,1.0
73_1AK4.A,0.0,0.91,0.173,0.255,1.0
102_1AK4.A,0.056,0.68,0.181,0.171,1.0
111_1AK4.A,0.0,0.0,0.064,0.024,1.0
121_1AK4.A,0.965,0.97,1.0,0.916,1.0
98_1AT3.A,0.0,0.96,0.398,0.397,1.0
100_1AT3.A,0.036,0.86,0.535,0.424,1.0
119_1AT3.A,0.089,0.07,0.539,0.092,1.0
207_1AT3.A,0.0,0.94,0.101,0.238,1.0
210_1AT3.A,0.0,0.97,0.126,0.264,1.0
211_1AT3.A,0.092,0.96,0.21,0.326,1.0
215_1AT3.A,0.079,0.98,0.206,0.332,1.0
217_1AT3.A,0.06,0.98,0.539,0.513,1.0
219_1AT3.A,0.327,0.97,0.447,0.547,1.0
221_1AT3.A,1.0,0.98,1.0,0.921,1.0
222_1AT3.A,0.534,0.98,0.887,0.823,1.0
223_1AT3.A,0.327,0.97,0.615,0.641,1.0
224_1AT3.A,0.327,0.97,0.755,0.712,1.0
225_1AT3.A,0.128,0.93,0.551,0.511,1.0
227_1AT3.A,0.128,0.82,0.686,0.518,1.0
39_1ATN.A,0.221,0.11,0.157,0.053,1.0
40_1ATN.A,0.215,0.02,0.194,0.045,1.0
41_1ATN.A,0.128,0.03,0.209,0.043,1.0
42_1ATN.A,0.215,0.04,0.195,0.048,1.0
43_1ATN.A,0.616,0.04,0.303,0.103,1.0
44_1ATN.A,0.365,0.15,0.348,0.106,1.0
45_1ATN.A,0.64,0.08,0.417,0.146,1.0
46_1ATN.A,0.212,0.04,0.411,0.076,1.0
60_1ATN.A,0.0,0.02,0.128,0.029,1.0
61_1ATN.A,0.0,0.06,0.192,0.037,1.0
62_1ATN.A,0.0,0.04,0.103,0.029,1.0
63_1ATN.A,0.0,0.1,0.145,0.037,1.0
64_1ATN.A,0.215,0.04,0.184,0.047,1.0
202_1ATN.A,0.304,0.64,0.115,0.185,1.0
203_1ATN.A,0.304,0.34,0.112,0.093,1.0
207_1ATN.A,0.0,0.24,0.049,0.042,1.0
128_1AVA.A,1.0,0.97,0.366,0.722,1.0
138_1AVA.A,0.0,0.44,0.033,0.067,1.0
140_1AVA.A,0.0,0.86,0.05,0.184,1.0
141_1AVA.A,0.0,0.82,0.172,0.212,1.0
142_1AVA.A,0.285,0.86,0.5,0.491,1.0
143_1AVA.A,0.285,0.96,0.713,0.673,1.0
144_1AVA.A,0.605,0.96,0.792,0.796,1.0
145_1AVA.A,0.111,0.98,0.757,0.653,1.0
182_1AVA.A,0.0,0.71,0.521,0.314,1.0
208_1AVA.A,0.0,0.96,0.714,0.58,1.0
210_1AVA.A,0.0,0.91,0.131,0.237,1.0
211_1AVA.A,1.0,0.96,0.732,0.856,1.0
213_1AVA.A,0.184,0.96,0.338,0.427,1.0
215_1AVA.A,0.164,0.97,0.544,0.546,1.0
223_1AVA.A,0.001,0.21,0.108,0.045,1.0
295_1AVA.A,0.0,0.93,0.687,0.545,1.0
296_1AVA.A,0.0,0.96,1.0,0.729,1.0
40_1AVW.A,0.663,0.13,0.371,0.153,1.0
41_1AVW.A,0.616,0.7,0.657,0.595,1.0
57_1AVW.A,0.293,0.1,0.835,0.226,1.0
60_1AVW.A,0.416,0.14,0.785,0.256,1.0
94_1AVW.A,0.0,0.74,0.724,0.442,1.0
96_1AVW.A,0.304,0.45,0.794,0.403,1.0
97_1AVW.A,0.0,0.17,1.0,0.254,1.0
99_1AVW.A,0.282,0.99,0.611,0.636,1.0
189_1AVW.A,0.0,0.0,0.016,0.021,1.0
190_1AVW.A,0.0,0.0,0.038,0.023,1.0
191_1AVW.A,0.28,0.0,0.214,0.049,1.0
192_1AVW.A,0.468,0.75,0.852,0.681,1.0
193_1AVW.A,0.132,0.14,0.415,0.088,1.0
195_1AVW.A,0.468,0.0,0.335,0.082,1.0
214_1AVW.A,0.616,0.0,0.279,0.089,1.0
215_1AVW.A,0.468,0.82,0.549,0.558,1.0
216_1AVW.A,0.468,0.99,0.558,0.668,1.0
219_1AVW.A,0.616,0.8,0.581,0.615,1.0
226_1AVW.A,0.0,0.0,0.008,0.021,1.0
40_1AVX.A,0.628,0.16,0.405,0.168,1.0
41_1AVX.A,0.32,0.77,0.716,0.57,1.0
57_1AVX.A,0.757,0.54,0.985,0.717,1.0
60_1AVX.A,1.0,0.26,0.89,0.58,1.0
99_1AVX.A,0.442,0.96,0.697,0.713,1.0
151_1AVX.A,1.0,0.87,0.686,0.808,1.0
189_1AVX.A,0.0,0.0,0.022,0.022,1.0
190_1AVX.A,0.0,0.0,0.033,0.022,1.0
191_1AVX.A,0.479,0.0,0.286,0.075,1.0
192_1AVX.A,0.706,0.71,0.891,0.747,1.0
193_1AVX.A,0.535,0.11,0.459,0.15,1.0
195_1AVX.A,0.801,0.0,0.377,0.137,1.0
214_1AVX.A,0.0,0.0,0.313,0.042,1.0
215_1AVX.A,0.535,0.42,0.6,0.355,1.0
216_1AVX.A,0.706,0.97,0.593,0.744,1.0
217_1AVX.A,0.704,0.72,0.822,0.72,1.0
219_1AVX.A,0.704,0.83,0.587,0.665,1.0
220_1AVX.A,0.0,0.0,0.259,0.037,1.0
226_1AVX.A,0.0,0.0,0.009,0.021,1.0
71_1AVZ.B,0.172,0.2,0.499,0.127,1.0
72_1AVZ.B,0.117,0.21,0.484,0.118,1.0
73_1AVZ.B,0.172,0.69,0.575,0.386,1.0
74_1AVZ.B,0.178,0.62,0.478,0.296,1.0
75_1AVZ.B,0.178,0.47,0.516,0.237,1.0
77_1AVZ.B,0.121,0.44,0.559,0.227,1.0
82_1AVZ.B,0.121,0.03,0.789,0.146,1.0
86_1AVZ.B,0.0,0.02,0.567,0.077,1.0
117_1AVZ.B,0.263,0.66,0.485,0.349,1.0
118_1AVZ.B,0.2,0.57,0.455,0.265,1.0
120_1AVZ.B,0.112,0.0,0.43,0.063,1.0
40_1AY7.A,0.375,0.16,0.574,0.173,1.0
41_1AY7.A,0.335,0.66,0.139,0.209,1.0
64_1AY7.A,0.285,0.13,0.321,0.086,1.0
65_1AY7.A,0.496,0.0,0.311,0.081,1.0
66_1AY7.A,0.377,0.99,0.081,0.368,1.0
67_1AY7.A,0.171,0.97,0.07,0.286,1.0
69_1AY7.A,0.0,0.0,0.096,0.026,1.0
85_1AY7.A,0.103,0.98,0.193,0.332,1.0
86_1AY7.A,0.08,0.97,0.191,0.319,1.0
29_1AY7.B,0.377,0.61,0.987,0.641,1.0
31_1AY7.B,0.287,0.05,0.21,0.056,1.0
33_1AY7.B,0.061,0.03,0.133,0.033,1.0
34_1AY7.B,0.285,0.02,0.041,0.035,1.0
35_1AY7.B,0.217,0.03,0.221,0.05,1.0
36_1AY7.B,0.171,0.0,0.185,0.04,1.0
38_1AY7.B,0.278,0.01,0.241,0.053,1.0
39_1AY7.B,0.465,0.03,0.69,0.181,1.0
76_1AY7.B,0.0,0.01,0.115,0.028,1.0
3_1B34.A,0.644,0.87,0.863,0.794,1.0
7_1B34.A,0.485,0.0,0.435,0.104,1.0
18_1B34.A,0.377,0.0,0.244,0.06,1.0
20_1B34.A,0.173,0.85,0.342,0.357,1.0
24_1B34.A,0.18,0.47,0.154,0.118,1.0
36_1B34.A,0.122,0.96,0.502,0.5,1.0
62_1B34.A,0.0,0.0,0.174,0.031,1.0
65_1B34.A,0.285,0.0,0.325,0.063,1.0
66_1B34.A,0.285,0.82,0.912,0.695,1.0
67_1B34.A,0.18,0.96,1.0,0.776,1.0
68_1B34.A,0.258,0.76,0.808,0.595,1.0
69_1B34.A,0.029,0.97,0.601,0.531,1.0
70_1B34.A,0.285,0.96,0.766,0.7,1.0
72_1B34.A,0.173,0.94,0.43,0.463,1.0
74_1B34.A,0.0,0.0,0.183,0.031,1.0
76_1B34.A,0.255,0.98,0.705,0.671,1.0
77_1B34.A,0.16,0.95,0.382,0.437,1.0
3_1B3A.A,0.127,0.2,0.923,0.269,1.0
4_1B3A.A,0.241,0.48,0.578,0.287,1.0
5_1B3A.A,0.077,0.6,0.193,0.151,1.0
6_1B3A.A,0.0,0.7,0.37,0.238,1.0
7_1B3A.A,0.0,0.64,0.333,0.197,1.0
8_1B3A.A,0.0,0.87,0.528,0.413,1.0
10_1B3A.A,0.356,0.87,0.302,0.408,1.0
12_1B3A.A,0.272,0.11,0.417,0.099,1.0
13_1B3A.A,0.578,0.05,0.289,0.097,1.0
14_1B3A.A,0.578,0.02,0.226,0.079,1.0
33_1B3A.A,0.163,0.03,0.813,0.161,1.0
50_1B3A.A,0.578,0.38,0.188,0.168,1.0
1_1B5E.A,0.0,0.83,0.025,0.164,1.0
3_1B5E.A,0.0,0.97,0.032,0.224,1.0
4_1B5E.A,0.0,0.96,0.029,0.218,1.0
6_1B5E.A,0.0,0.82,0.027,0.161,1.0
14_1B5E.A,0.0,0.98,0.029,0.227,1.0
23_1B5E.A,0.0,0.94,0.058,0.22,1.0
26_1B5E.A,0.668,0.42,0.216,0.213,1.0
27_1B5E.A,0.621,0.31,0.164,0.144,1.0
35_1B5E.A,0.0,0.97,0.136,0.268,1.0
36_1B5E.A,0.0,0.9,0.017,0.188,1.0
37_1B5E.A,0.0,0.98,0.169,0.289,1.0
38_1B5E.A,0.0,0.95,0.084,0.236,1.0
105_1B5E.A,0.416,0.0,0.135,0.05,1.0
108_1B5E.A,0.803,0.0,0.176,0.091,1.0
111_1B5E.A,0.416,0.99,0.204,0.45,1.0
123_1B5E.A,0.0,0.96,0.077,0.237,1.0
124_1B5E.A,0.0,0.98,0.207,0.308,1.0
126_1B5E.A,0.0,0.95,0.136,0.258,1.0
128_1B5E.A,0.0,0.99,0.234,0.327,1.0
130_1B5E.A,0.0,0.91,0.17,0.254,1.0
131_1B5E.A,0.0,0.96,0.353,0.372,1.0
132_1B5E.A,0.0,0.89,0.64,0.491,1.0
135_1B5E.A,0.0,0.76,0.885,0.549,1.0
136_1B5E.A,0.0,0.99,1.0,0.744,1.0
144_1B5E.A,0.0,0.99,0.176,0.298,1.0
150_1B5E.A,0.0,0.65,0.132,0.136,1.0
151_1B5E.A,0.0,0.93,0.079,0.224,1.0
153_1B5E.A,0.0,0.97,0.046,0.229,1.0
157_1B5E.A,0.0,0.77,0.01,0.14,1.0
166_1B5E.A,0.0,0.92,0.092,0.225,1.0
168_1B5E.A,0.0,0.93,0.302,0.327,1.0
169_1B5E.A,0.0,0.91,0.058,0.207,1.0
213_1B5E.A,0.0,0.95,0.127,0.254,1.0
214_1B5E.A,0.0,0.0,0.108,0.026,1.0
216_1B5E.A,0.0,0.0,0.025,0.022,1.0
218_1B5E.A,0.0,0.0,0.017,0.022,1.0
26_1B6C.A,0.0,0.0,0.192,0.032,1.0
36_1B6C.A,0.129,0.16,0.194,0.057,1.0
37_1B6C.A,0.275,0.3,0.25,0.109,1.0
42_1B6C.A,0.275,0.65,0.248,0.234,1.0
46_1B6C.A,0.0,0.51,0.292,0.137,1.0
53_1B6C.A,0.975,0.66,0.424,0.561,1.0
54_1B6C.A,0.455,0.28,0.4,0.176,1.0
55_1B6C.A,0.455,0.22,0.293,0.124,1.0
59_1B6C.A,0.293,0.0,0.068,0.036,1.0
82_1B6C.A,0.75,0.23,0.43,0.234,1.0
85_1B6C.A,1.0,0.93,0.401,0.718,1.0
87_1B6C.A,0.406,0.93,0.512,0.586,1.0
88_1B6C.A,0.46,0.96,0.402,0.561,1.0
90_1B6C.A,0.455,0.99,0.313,0.528,1.0
91_1B6C.A,0.0,0.0,0.186,0.032,1.0
19_1B7B.A,0.0,0.09,0.115,0.034,1.0
57_1B7B.A,0.0,0.86,0.077,0.193,1.0
58_1B7B.A,0.0,0.86,0.34,0.307,1.0
61_1B7B.A,0.0,0.95,0.469,0.431,1.0
62_1B7B.A,0.0,0.0,0.433,0.055,1.0
70_1B7B.A,0.0,0.85,0.469,0.369,1.0
71_1B7B.A,0.0,0.97,0.257,0.328,1.0
76_1B7B.A,0.0,0.75,0.087,0.155,1.0
77_1B7B.A,0.376,0.7,0.295,0.309,1.0
80_1B7B.A,0.597,0.89,0.36,0.54,1.0
84_1B7B.A,0.621,0.97,0.763,0.793,1.0
88_1B7B.A,1.0,0.98,1.0,0.921,1.0
89_1B7B.A,0.82,0.0,0.578,0.207,1.0
92_1B7B.A,0.668,0.91,0.513,0.662,1.0
95_1B7B.A,0.376,0.74,0.248,0.308,1.0
99_1B7B.A,0.0,0.14,0.124,0.039,1.0
106_1B7B.A,0.0,0.17,0.182,0.048,1.0
109_1B7B.A,0.621,0.95,0.365,0.589,1.0
110_1B7B.A,0.554,0.97,0.183,0.473,1.0
111_1B7B.A,0.554,0.99,0.495,0.663,1.0
113_1B7B.A,0.0,0.9,0.148,0.239,1.0
170_1B7B.A,0.0,0.93,0.05,0.213,1.0
173_1B7B.A,0.0,0.5,0.023,0.076,1.0
174_1B7B.A,0.0,0.99,0.075,0.251,1.0
177_1B7B.A,0.0,0.93,0.029,0.205,1.0
198_1B7B.A,0.0,0.69,0.03,0.121,1.0
200_1B7B.A,0.0,0.48,0.058,0.078,1.0
202_1B7B.A,0.0,0.13,0.073,0.034,1.0
1_1B8A.A,0.45,0.87,0.655,0.643,1.0
2_1B8A.A,0.616,0.93,0.526,0.663,1.0
3_1B8A.A,0.572,0.96,0.41,0.604,1.0
6_1B8A.A,0.855,0.63,0.45,0.514,1.0
24_1B8A.A,0.466,0.99,0.59,0.684,1.0
42_1B8A.A,0.402,0.86,0.498,0.531,1.0
69_1B8A.A,0.0,0.0,0.043,0.023,1.0
71_1B8A.A,0.262,0.98,0.351,0.474,1.0
99_1B8A.A,0.0,0.85,0.512,0.392,1.0
102_1B8A.A,0.0,0.85,0.18,0.229,1.0
104_1B8A.A,0.0,0.96,0.021,0.214,1.0
106_1B8A.A,0.0,0.99,0.069,0.249,1.0
123_1B8A.A,0.0,0.98,0.172,0.291,1.0
125_1B8A.A,0.282,0.97,0.757,0.7,1.0
129_1B8A.A,0.119,0.75,0.383,0.303,1.0
134_1B8A.A,0.0,0.96,0.281,0.334,1.0
140_1B8A.A,0.0,0.0,0.307,0.041,1.0
141_1B8A.A,0.0,0.65,0.352,0.208,1.0
144_1B8A.A,0.0,0.0,0.276,0.039,1.0
145_1B8A.A,0.0,0.87,0.12,0.214,1.0
148_1B8A.A,0.0,0.89,0.338,0.323,1.0
155_1B8A.A,0.0,0.28,0.015,0.044,1.0
158_1B8A.A,0.0,0.77,0.255,0.223,1.0
160_1B8A.A,0.0,0.56,0.576,0.26,1.0
162_1B8A.A,0.0,0.86,0.468,0.374,1.0
163_1B8A.A,0.0,0.89,0.497,0.409,1.0
164_1B8A.A,0.262,0.98,0.875,0.754,1.0
166_1B8A.A,0.282,0.98,0.195,0.392,1.0
177_1B8A.A,0.199,0.95,0.136,0.316,1.0
178_1B8A.A,0.282,0.97,0.593,0.615,1.0
180_1B8A.A,1.0,0.98,1.0,0.921,1.0
181_1B8A.A,1.0,0.96,0.994,0.916,1.0
182_1B8A.A,0.929,0.95,0.404,0.709,1.0
194_1B8A.A,0.0,0.94,0.33,0.348,1.0
197_1B8A.A,0.262,0.95,0.205,0.373,1.0
200_1B8A.A,0.387,0.66,0.101,0.207,1.0
201_1B8A.A,0.262,0.96,0.165,0.357,1.0
202_1B8A.A,0.0,0.99,0.077,0.252,1.0
203_1B8A.A,0.0,0.89,0.106,0.217,1.0
204_1B8A.A,0.0,0.84,0.044,0.174,1.0
225_1B8A.A,0.0,0.0,0.056,0.024,1.0
226_1B8A.A,0.0,0.87,0.623,0.468,1.0
235_1B8A.A,0.0,0.0,0.01,0.021,1.0
236_1B8A.A,0.0,0.91,0.062,0.209,1.0
238_1B8A.A,0.0,0.57,0.028,0.091,1.0
242_1B8A.A,0.0,0.21,0.012,0.036,1.0
394_1B8A.A,0.262,0.98,0.225,0.402,1.0
397_1B8A.A,0.416,0.96,0.075,0.359,1.0
398_1B8A.A,0.433,0.98,0.167,0.428,1.0
399_1B8A.A,0.282,0.97,0.076,0.323,1.0
400_1B8A.A,0.262,0.0,0.042,0.033,1.0
431_1B8A.A,0.262,0.95,0.58,0.588,1.0
432_1B8A.A,0.199,0.0,0.019,0.028,1.0
433_1B8A.A,0.282,0.95,0.037,0.292,1.0
436_1B8A.A,0.262,0.98,0.38,0.492,1.0
438_1B8A.A,0.0,0.95,0.749,0.593,1.0
10_1B8J.A,0.135,0.43,0.071,0.085,1.0
16_1B8J.A,0.186,0.94,0.059,0.27,1.0
19_1B8J.A,0.173,0.93,0.057,0.26,1.0
20_1B8J.A,0.194,0.92,0.06,0.262,1.0
22_1B8J.A,0.173,0.7,0.07,0.166,1.0
23_1B8J.A,0.186,0.95,0.086,0.287,1.0
24_1B8J.A,0.186,0.75,0.086,0.193,1.0
25_1B8J.A,0.217,0.94,0.09,0.293,1.0
28_1B8J.A,0.194,0.96,0.07,0.288,1.0
29_1B8J.A,0.255,0.52,0.073,0.123,1.0
34_1B8J.A,0.0,0.47,0.059,0.077,1.0
37_1B8J.A,0.0,0.87,0.065,0.193,1.0
55_1B8J.A,0.0,0.8,0.114,0.182,1.0
56_1B8J.A,0.0,0.6,0.071,0.107,1.0
59_1B8J.A,0.0,0.49,0.07,0.082,1.0
62_1B8J.A,0.0,0.0,0.042,0.023,1.0
63_1B8J.A,0.0,0.22,0.037,0.039,1.0
68_1B8J.A,0.0,0.02,0.044,0.024,1.0
79_1B8J.A,0.0,0.0,0.037,0.023,1.0
81_1B8J.A,0.0,0.99,0.107,0.265,1.0
82_1B8J.A,0.0,0.0,0.078,0.025,1.0
83_1B8J.A,0.186,0.72,0.255,0.247,1.0
85_1B8J.A,0.285,0.88,0.634,0.582,1.0
95_1B8J.A,0.287,0.34,0.705,0.286,1.0
98_1B8J.A,1.0,0.93,1.0,0.911,1.0
99_1B8J.A,0.612,0.59,0.264,0.304,1.0
112_1B8J.A,0.0,0.0,0.303,0.041,1.0
114_1B8J.A,0.173,0.0,0.368,0.06,1.0
129_1B8J.A,0.0,0.22,0.222,0.059,1.0
275_1B8J.A,0.406,0.87,0.179,0.357,1.0
276_1B8J.A,0.563,0.0,0.138,0.061,1.0
373_1B8J.A,0.0,0.0,0.042,0.023,1.0
375_1B8J.A,0.0,0.84,0.233,0.247,1.0
376_1B8J.A,0.0,0.99,0.092,0.259,1.0
377_1B8J.A,0.0,0.55,0.094,0.1,1.0
381_1B8J.A,0.131,0.84,0.056,0.207,1.0
382_1B8J.A,0.194,0.39,0.137,0.096,1.0
383_1B8J.A,0.173,0.0,0.11,0.034,1.0
384_1B8J.A,0.173,0.28,0.221,0.086,1.0
392_1B8J.A,0.0,0.0,0.037,0.023,1.0
394_1B8J.A,0.0,0.01,0.037,0.023,1.0
395_1B8J.A,0.0,0.03,0.037,0.024,1.0
403_1B8J.A,0.186,0.51,0.147,0.128,1.0
404_1B8J.A,0.173,0.24,0.196,0.074,1.0
405_1B8J.A,0.0,0.18,0.093,0.04,1.0
406_1B8J.A,0.135,0.2,0.227,0.068,1.0
411_1B8J.A,0.173,0.13,0.127,0.049,1.0
413_1B8J.A,0.307,0.41,0.23,0.14,1.0
414_1B8J.A,0.427,0.64,0.491,0.394,1.0
415_1B8J.A,0.377,0.81,0.455,0.465,1.0
416_1B8J.A,0.307,0.98,0.615,0.64,1.0
418_1B8J.A,0.173,0.0,0.036,0.029,1.0
425_1B8J.A,0.0,0.32,0.039,0.051,1.0
428_1B8J.A,0.0,0.33,0.147,0.066,1.0
430_1B8J.A,0.0,0.99,0.184,0.302,1.0
431_1B8J.A,0.0,0.73,0.251,0.204,1.0
432_1B8J.A,0.0,0.97,0.738,0.599,1.0
434_1B8J.A,0.173,0.0,0.488,0.078,1.0
437_1B8J.A,0.0,0.35,0.439,0.128,1.0
440_1B8J.A,0.0,0.25,0.45,0.104,1.0
1_1B9M.A,0.348,0.92,0.122,0.338,1.0
4_1B9M.A,0.757,0.75,0.304,0.472,1.0
5_1B9M.A,0.576,0.74,0.253,0.375,1.0
6_1B9M.A,0.344,0.96,0.328,0.477,1.0
7_1B9M.A,0.0,0.98,0.262,0.336,1.0
8_1B9M.A,0.0,0.37,0.308,0.102,1.0
10_1B9M.A,0.0,0.71,0.397,0.255,1.0
11_1B9M.A,0.0,0.7,0.342,0.227,1.0
12_1B9M.A,0.0,0.86,0.275,0.276,1.0
13_1B9M.A,0.0,0.56,0.269,0.146,1.0
58_1B9M.A,0.0,0.0,0.114,0.027,1.0
61_1B9M.A,0.0,0.7,0.336,0.224,1.0
80_1B9M.A,0.0,0.86,0.393,0.334,1.0
81_1B9M.A,0.0,0.59,0.322,0.173,1.0
84_1B9M.A,0.0,0.94,0.533,0.461,1.0
87_1B9M.A,0.0,0.92,0.219,0.281,1.0
88_1B9M.A,0.0,0.98,0.428,0.427,1.0
91_1B9M.A,0.0,0.98,0.245,0.327,1.0
92_1B9M.A,0.0,0.98,0.337,0.376,1.0
99_1B9M.A,0.307,0.76,0.174,0.264,1.0
100_1B9M.A,0.515,0.99,0.415,0.606,1.0
103_1B9M.A,0.208,0.57,0.396,0.241,1.0
106_1B9M.A,0.0,0.03,0.156,0.032,1.0
107_1B9M.A,0.0,0.02,0.065,0.025,1.0
109_1B9M.A,0.0,0.0,0.051,0.023,1.0
111_1B9M.A,0.0,0.85,0.292,0.278,1.0
112_1B9M.A,0.208,0.96,0.377,0.458,1.0
114_1B9M.A,0.038,0.9,0.428,0.389,1.0
118_1B9M.A,0.098,0.74,0.27,0.24,1.0
122_1B9M.A,0.208,0.46,0.286,0.156,1.0
123_1B9M.A,0.208,0.51,0.225,0.154,1.0
124_1B9M.A,0.514,0.8,0.213,0.369,1.0
125_1B9M.A,0.0,0.94,0.172,0.269,1.0
126_1B9M.A,0.0,0.97,0.202,0.3,1.0
170_1B9M.A,0.0,0.84,0.182,0.225,1.0
183_1B9M.A,0.0,0.94,0.31,0.337,1.0
254_1B9M.A,0.0,0.61,0.495,0.249,1.0
258_1B9M.A,0.0,0.0,0.125,0.028,1.0
259_1B9M.A,0.0,0.76,0.133,0.174,1.0
260_1B9M.A,0.0,0.9,0.18,0.253,1.0
262_1B9M.A,0.0,0.91,0.482,0.413,1.0
25_1BGX.H,0.037,0.08,0.071,0.031,1.0
53_1BGX.H,0.0,0.96,0.809,0.633,1.0
55_1BGX.H,0.0,0.95,0.046,0.22,1.0
56_1BGX.H,0.0,0.98,0.389,0.405,1.0
57_1BGX.H,0.0,0.72,0.144,0.163,1.0
61_1BGX.H,0.0,0.2,0.038,0.037,1.0
63_1BGX.H,0.0,0.08,0.116,0.033,1.0
64_1BGX.H,0.0,0.02,0.007,0.022,1.0
67_1BGX.H,0.0,0.01,0.002,0.021,1.0
97_1BGX.H,1.0,0.97,0.98,0.916,1.0
98_1BGX.H,0.303,0.77,0.809,0.617,1.0
99_1BGX.H,0.667,0.75,0.882,0.752,1.0
100_1BGX.H,0.76,0.91,0.866,0.835,1.0
101_1BGX.H,1.0,0.99,0.487,0.784,1.0
103_1BGX.H,0.285,0.67,0.221,0.234,1.0
105_1BGX.H,0.131,0.0,0.021,0.026,1.0
532_1BGX.H,0.217,0.82,0.576,0.485,1.0
534_1BGX.H,0.406,0.0,0.305,0.071,1.0
541_1BGX.H,0.0,0.06,0.012,0.025,1.0
546_1BGX.H,0.079,0.25,0.188,0.066,1.0
549_1BGX.H,0.061,0.77,0.458,0.334,1.0
550_1BGX.H,0.255,0.66,0.395,0.3,1.0
554_1BGX.H,0.0,0.04,0.222,0.038,1.0
556_1BGX.H,0.0,0.19,0.438,0.088,1.0
557_1BGX.H,0.0,0.16,0.237,0.053,1.0
558_1BGX.H,0.0,0.03,0.094,0.028,1.0
560_1BGX.H,0.0,0.02,0.054,0.025,1.0
579_1BGX.H,0.0,0.01,0.007,0.022,1.0
591_1BGX.H,0.406,0.86,0.723,0.659,1.0
592_1BGX.H,0.13,0.6,0.431,0.25,1.0
593_1BGX.H,0.079,0.29,0.257,0.084,1.0
14_1BI7.A,0.0,0.02,0.052,0.025,1.0
15_1BI7.A,0.0,0.01,0.027,0.023,1.0
16_1BI7.A,0.0,0.01,0.065,0.025,1.0
17_1BI7.A,0.0,0.01,0.044,0.023,1.0
18_1BI7.A,0.0,0.01,0.055,0.024,1.0
19_1BI7.A,0.0,0.0,0.03,0.022,1.0
28_1BI7.A,0.0,0.0,0.017,0.022,1.0
29_1BI7.A,0.0,0.01,0.064,0.025,1.0
31_1BI7.A,0.304,0.01,0.123,0.043,1.0
33_1BI7.A,0.304,0.03,0.063,0.039,1.0
36_1BI7.A,0.304,0.02,0.112,0.043,1.0
37_1BI7.A,0.282,0.0,0.087,0.037,1.0
39_1BI7.A,0.304,0.01,0.122,0.043,1.0
102_1BI7.A,0.0,0.02,0.093,0.027,1.0
103_1BI7.A,0.0,0.02,0.041,0.024,1.0
104_1BI7.A,0.0,0.07,0.023,0.026,1.0
106_1BI7.A,0.0,0.01,0.03,0.023,1.0
107_1BI7.A,0.0,0.01,0.046,0.024,1.0
110_1BI7.A,0.0,0.01,0.074,0.025,1.0
111_1BI7.A,0.0,0.01,0.059,0.024,1.0
149_1BI7.A,0.0,0.0,0.024,0.022,1.0
155_1BI7.A,0.0,0.03,0.098,0.028,1.0
166_1BI7.A,0.0,0.11,0.045,0.03,1.0
167_1BI7.A,0.0,0.04,0.054,0.026,1.0
168_1BI7.A,0.282,0.06,0.101,0.045,1.0
31_1QA9.A,1.0,0.0,0.046,0.091,1.0
32_1QA9.A,0.458,0.0,0.066,0.046,1.0
41_1QA9.A,0.0,0.01,0.076,0.025,1.0
42_1QA9.A,0.0,0.01,0.101,0.027,1.0
43_1QA9.A,0.0,0.01,0.112,0.028,1.0
48_1QA9.A,0.757,0.02,0.151,0.088,1.0
51_1QA9.A,0.458,0.02,0.137,0.057,1.0
86_1QA9.A,1.0,0.01,0.139,0.116,1.0
89_1QA9.A,0.274,0.01,0.15,0.045,1.0
90_1QA9.A,0.757,0.01,0.142,0.085,1.0
91_1QA9.A,0.996,0.1,0.22,0.167,1.0
92_1QA9.A,0.453,0.01,0.209,0.066,1.0
95_1QA9.A,0.603,0.03,0.148,0.073,1.0
25_1QA9.B,0.0,0.03,0.006,0.022,1.0
29_1QA9.B,0.0,0.02,0.005,0.022,1.0
32_1QA9.B,0.0,0.43,0.042,0.064,1.0
33_1QA9.B,0.0,0.42,0.034,0.061,1.0
34_1QA9.B,0.0,0.42,0.021,0.059,1.0
37_1QA9.B,0.0,0.0,0.01,0.021,1.0
39_1QA9.B,0.0,0.07,0.022,0.026,1.0
42_1QA9.B,0.0,0.01,0.168,0.032,1.0
44_1QA9.B,0.0,0.02,0.152,0.031,1.0
